Text,Actual Label,Predicted Label,Probability Distribution
deutsche bank ags costcutting moves helped beat analysts expectations second quarter yearoveryear revenue fell three business divisions chief executive faces pressure revive results amid continuing overhaul deutsche bank shares closed 66 thursday trading germany eur1552 theyre 20 highs earlier year lender put behind major litigation threat embarked successful eur8 billion capital raise continue reading thursday deutsche bank executives faced questions analysts much investmentbanking market share bank might lose rivals shares continued fall earlyafternoon conference call call chief executive officer john cryan said strategic changes starting bear fruit warned lot work remains german lender said net income eur466 million 5468 million compared eur20 million period year earlier investors focused deutsche banks companywide revenues declined worsethanexpected 10 yearago period eur66 billion also thursday deutsche bank said reached agreement 11 mostly former senior executives voluntarily forfeit eur384 million 45 million frozen bonus payments amounts half almost eur70 million bonuses bank froze investigated whether executives including former coceos anshu jain jürgen fitschen former ceo josef ackermann could held personally liable legal costs tied activities served managementboard members deutsche bank said supervisory board found insufficient factual legal basis pursue claims individuals voluntarily waived unpaid bonuses believe upheld duties deutsche bank executives banks statement said individuals declined comment couldnt reached investors want see deutsche bank prove cut workforce expenses overall risktaking without weakening moneymaking engines advertisement biggest division investment banking posted worsethanexpected revenue declines last quarter key areas securities trading trade financing expectations quarter modest analysts projecting deutsche bank manage narrow profit eur169 million according consensus estimates 12 analysts compiled bank dismal results banks huge trading division show remains hobbled business long depended profits overall trading revenue across debt interestrate products currencies equities 18 last quarter fixedincome piece business important deutsche bank performed roughly line big us rivals broadly rough quarter debt trading deutsche banks fixedincome trading revenue 12 unlike us banks deutsche bank failed get bump clients stocktrading german banks equitiestrading revenue fell 28 year earlier enough hedge funds clients come back bank rocky 2016 generate volume business year ago according bank clients returned arent paying enough fees make exodus mr cryan said muted client activity many capital markets hurt lender net revenue 16 investment banking includes dealadvising securities issuance trading private retailbanking unit net revenue fell 7 assetmanagement revenue fell 4 division earned higher performance fees would shown 7 revenue rise excluding onetime accounting charge last year deutsche bank said lender said clients continued return deutsche bank last quarter bringing eur9 billion net inflows across retail private bank wealth management asset management time last year clients pulling money business bank concerns big legal charges capital cushion lender going second major restructuring less two years recombining investment bank trading divisions folding german retailbanking business postbank intended sell integrating postbank closed hundreds bank branches part broader costcutting moves deutsche bank brought new chief financial officer former citigroup inc treasurer james von moltke started month exbankerturnedfinancechief marcus schenck overseeing recombined investment bank along tradingunit chief garth ritchie mr cryan management team pressure rejuvenate deutsche banks lagging revenues raising eur8 billion capital shareholders earlier year citigroup inc analysts called thursdays,4,3,[0.09462439 0.28628024 0.05522803 0.3756931  0.18817416]
late last year buzz building that160amazon nasdaq amzn160would diving headlong brickandmortar store network would eventually add many 2000 locations industry focus consumer goods opens new window vincent shen motley fool contributor daniel kline among believed major investment could logical next step retailer know thats even close happened video pair revisits story better understand surprise strategy amazon ultimately opted instead continue reading full transcript follows video 10 stocks like better amazonwhen investing geniuses david tom gardner stock tip pay listen newsletter run decade motley fool stock advisor tripled market david tom revealed believe 10 best stocks opens new window investors buy right amazon wasnt one thats right think 10 stocks even better buys click opens new window learn picks stock advisor returns august 1 2017 advertisement video recorded aug 22 2017 vincent shen looking160back nov 2016160we talked amazon potentially massive brickandmortar expansion buzz time160about pilot stores the160positive results company160had seen ready really hit gas aggressively expand160as amazon known austin play back clip us shen to160give everyone little bit detail160you mentioned 2000 locations based current planning company sees tests successful kline and160this wildly speculative160in terms shen yeah the160company sees potential rollout 200 store openings per year so160we threw caveats episode first discussed idea 2000 amazon stores opened with160potentially 200 store openings per year obviously year since bezos team160have taken pretty different approach would rather cut 13 billion check160for established brand instead whole foods160market nasdaq wfm buyout dan kline got spectacularly wrong yes caveats exception was160i thought going buy something else really thought amazon going go buy160radio shack160and thousands stores that160great retail footprint whole reason testing stuff and160that course160proved horribly wrong160and see whole foods coming shen the160whole foods market buyout me160and market huge surprise but160what think strategy theyre buying 500plus stores160outright ready go vs talked show idea building your160store network gradually160at least youre building exactly way want think kline think could use hubandspoke model stores youve been160in whole foods theyre small they160also already cater amazonlike160customer base reasonable think theyre going add call amazon go store160which little convenience stores160that distribution centers larger locations help160not serve amazon customers also smaller stores think smart step jumpstart pipeline buy a160company making money jives really well customer base and160gives foothold lets experiment try new technology much faster160they really space instead reinvent space shen yeah the160deal expected close in160the second half year160whole foods actually reported latest quarterly results160and might last quarter results public company month ago it160released earnings signs improvement report160but overall160comparable sales still negative profitability still getting squeezed thats story quite years and160why stock 50 previous highs net160margin example last 12 months 24160which much closer seen companys160peer group whereas past net margin 4 higher160kind premium whole foods able command enjoy terms changes might see 160lets say time next year and160the whole foods acquisition closed theyre well160into process integrating stores 160what things think might see customer stores kline well160youre going see whole foods going lower costs by160having added buying power amazon160i think youll see slight shift merchandise amazon enormous database they160use staff their160regional warehouses160to know want market realize customers whole foods seattle buying lot of160i dont know iphone chargers well theyre,4,1,[0.02412445 0.47258633 0.03599719 0.20345126 0.26384082]
brokerages saw top advisers depart droves last year shift 1325 billion client assets reuters tally shows creating headaches wall street banks time wealth management becoming increasingly important part business continue reading unprecedented signing bonuses cultural changes linked acquisitions push crosssell company products growing charm joining regional outfits contributed many exits likely continue year recruiters brokers said told least 880 veteran brokers teams changed firms 2012 according data tracks moves top individual advisers teams manage 100 million client assets included departure least 16 1 billionplus advisers teams number wealth management recruiters say usually see several years 12 months morgan stanley wealth management brokerage majority owned morgan stanley nysems partially owned citigroup nysec felt brunt defections 2012 departure least 243 veteran advisers managed 392 billion bank america corps nysebac merrill lost least 184 advisers managed 285 billion two largest us brokerages headcount lost least six teams managed 1 billion client assets apiece easily size entire office branch strategy attract industrys best talent clients size adviser population meet market opportunity merrill spokesman matt card said morgan stanley declined comment several major wall street banks morgan stanley ubs ag nyseubs betting wealth management steady income growth weak global economy financial regulation hit profits businesses trading investment banking morgan stanley example wealth management unit accounted 44 percent thirdquarter revenue excluding onetime charges adviser defections may immediately make big dent 1 trillion assets top brokerages manage losses add time losing 1 billion client assets example translate loss 10 million annual revenues firm well start see impact revenue side equation bigger advisers continue depart said memphisbased banking analyst marty mosby guggenheim partners bigger firms make sure resources applied efficient way possible need make existing client assets productive said us brokerages already begun move direction adding incentives 2013 pay plans coax advisers sell bank products wells fargo amp cos wells fargo advisors ubs wealth management americas fared better terms recruiting retaining veteran advisers 2012 ubs offered richest retention signon bonuses industry wells benefited independent brokerage division allows advisers practices even least 82 veteran advisers departed wells 67 left ubs ubs always looking attracting top advisers also making firm place advisers want stay spokeswoman karina byrne said low attrition rates show succeeding wells managing director ron sallett said 2012 second best recruiting year companys independent brokerage unit since founded decade ago think firm continuing position market firm choice said big bonuses signing bonuses top advisers around 350 percent brokers annual revenue 180 200 percent offered upfront said tom lewis new jerseybased lawyer stark amp stark adviser generates 1 million annual revenue might receive much 2 million day one rival firm theyre range havent seen approached said lewis works advisers making transition new firm longterm investment yet shortterm profitability suffers ubs example said 10 percent increase compensation commitments advances related recruited financial advisers third quarter year prior costtoincome ratio measure profitability ubss us brokerage 861 percent end september compared 665 percent global wealth management unit doesnt offer bonuses half big brokerage advisers left firms became independent advisers joined independent advisory firm moved smaller firm like raymond james financial inc ameriprise financial inc,3,4,[2.5044824e-03 2.0222266e-03 4.2547903e-04 5.6783500e-04 9.9448001e-01]
global stocks fall north korea rhetoric wall street recovered slightly friday morning trade continue reading assets rise us stocks track biggest weekly loss months shaken disappointing earnings results escalation threats us north korea friday stocks recovered slightly sampp 500 dow jones industrial average 02 sampp 500 set end week 14 biggest weekly loss since march dow closed 205 points thursday biggest decline since may 17 string retailers reported weak earnings president donald trump rejected criticism threats release fire fury inflammatory instead said statement maybe wasnt tough enough friday president appeared double earlier threat warning twitter military solutions place locked loaded advertisement portfolio manager say think well get war said torsten slok chief international economist deutsche bank answer yes better get defensive think rattling sabers words could view buying opportunity investors said rhetoric may sparked selling wasnt solely blame sharp fall instead provided excuse selloff many investors consider overdue average sampp 500 falls 5 every 10 weeks index falls 10 every 33 weeks according data analyzed alliancebernstein going back 1928 year since last 5 downdraft stocks 76 weeks since stock market suffered 10 loss given great run weve seems like sort pullback wouldnt surprising said michael baele managing director investments us bank private wealth management earnings results also weighed stocks large retailers macys kohls tumbled thursday reported disappointing secondquarter results friday fellow retailer jc penney dropped 16 secondquarter loss exceeded expectations corporate news shares snapchat parent snap fell 13 reported earnings late thursday missed analyst forecasts nvidias shares shed 5 chip makers revenue rose 2 first quarter cboe volatility index measure investors expectations swings sampp 500 next 30 days surged 44 1604 thursday highest level since us election day slipped bit friday still track end week 50 selling us extended global markets friday stoxx europe 600 fell 1 benchmarks hong kong south korea one best performers 2017 closed 2 17 respectively friday putting weeks drop 25 32 koreas samsung electronics fell 28 friday chinas tencent holdings whose surge 2017 key hang sengs gains fell 49 friday kenan machado contributed article write corrie driebusch corriedriebuschwsjcom us stocks recover slightly friday major indexes around world set weekly declines us stocks rose friday still track biggest weekly loss months shaken disappointing earnings results escalation threats us north korea rhetoric began late tuesday continued friday cracked calm enveloped market months interrupted stocks march higher dow jones industrial average steadily hitting records posted biggest decline since may thursday cboe volatility index known wall streets fear gauge rose highest level year markets recovered slightly friday investors dipped back stocks retreated assets consider safer stores value gold portfolio manager say think well get war said torsten slok chief international economist deutsche bank referring back forth north korea president donald trump answer yes better get defensive think rattling sabers words could view buying opportunity dow industrials rose 42 points 02 21885 friday sampp 500 added 03 though course end week 13 biggest loss since march escalation provided excuse selloff many investors consider overdue investors analysts said average sampp 500 falls 5 every 10 weeks index falls 10 every 33 weeks according,0,4,[4.1439072e-03 1.9370632e-03 7.3924818e-04 8.0840301e-04 9.9237144e-01]
altria group nyse mo produced amazing returns shareholders time unlike many highperforming stocks altria rarely earned high valuation investors standard measures value recently altria stock enjoyed big rise earnings multiples helped lift shares new alltime highs yet worry altrias gains come quickly fear pullback could imminent well look history altria stock terms valuation current conditions lot different company seen past continue reading image source altria group throughout much history altria extremely low valuations based earnings singledigit pricetoearnings ratios werent uncommon recently early mid2000s financial crisis 2008 2009 downward impact altrias earnings multiples well albeit temporary basis low earnings multiples reflected considerable uncertainty future altrias business much history altria faced major threats litigation could destroyed entire company large verdict gone cigarette giant moreover regulatory restrictions general decline number smokers caused investors conclude altria wasnt typical lowgrowth highdividend payer rather faced deteriorating business climate would eventually reduce companys value zero advertisement far none threats panned endless pessimism altrias prospects proven unwarranted missed countless opportunities invest past investors finally adopted philosophy buying altria shares reasonable one expected companys strategy raising prices offset falling volume would continue produce ongoing sales profit growth long run addition fall interest rates helped make dividend stocks much attractive across board stocks pay high dividend yields seen valuations rise dramatically recent years investors seeking income little choice move heavily stock market despite higher risk involved mo pe ratio ttm data ycharts opens new window see result dramatic expansion altrias pe ratio although stocks trailing multiples mid20s fairly commonplace look across entire stock market value investors get nervous relatively lowgrowth stocks seen defensive holdings bondlike characteristics start get expensive lately altrias current valuation relies certain assumptions future failure altrias part live expectations behind assumptions could lead drop stock one thing altria remained successful ability adapt pricing practices order keep business profitable growing yet might upper limit price increases could tip future growth trends downward happens investors less confident altrias ability keep making enough profit justify share price immediate threat comes rising interest rates extent investors whove traditionally gravitated toward bonds fixedincome investments bought stocks like altria order keep income acceptable levels sustained rise bond rates could lead sell dividend stock holdings favor bonds happens investors expect broader selloff dividend stocks generally altria could well see earnings multiples contract result reduced buyer demand income investors finally investors mind certain level regulation thats likely altrias us business rise stock lately likely response expectations less hostile political environment federal government lax regulatory environment doesnt pan altria could seem expensive current levels longterm investors altrias current valuation well theyve seen past doesnt point immediate threat huge plunge make value proposition altria stock presents today far less attractive past 10 stocks like better altria group investing geniuses david tom gardner stock tip pay listen newsletter run decade motley fool stock advisor tripled market david tom revealed believe 10 best stocks opens new window investors buy right altria group wasnt one thats right think 10 stocks even better buys click opens new window learn picks stock advisor returns january 4 2017 c dan caplinger opens new window position,4,0,[0.9659671  0.00675734 0.0046551  0.00227637 0.0203441 ]
prospect higher interest rates fed potential financial deregulation promise infrastructure spending trump 2017 banking sector rise ive watchingbank marin nasdaq bmrc californiabased smallcap bank thats peers heres three reasons better others safe bet 2017 continue reading bmrc data ycharts opens new window bank marinis small commercial retail bank san francisco bay area 2 billion assets mostly serves small mediumsized businesses marin san francisco alameda counties business clients reliant health bay area economy quite good small regional banks succeed fail based economy area even extremely wellrun bank problems area loans located poorly luckily bmrc san francisco bay area home two powerhouse centers economic growth san francisco san jose region country two regions top twenty based local gdp advertisement source bureau economic analysis opens new window incredibly average five year growth 53 san francisco 75 san jose us metro areas together average 38 since 2010 author created chart data source bureau economic analysis opens new window higher average regional growth bank marin uniquely advantaged among small community banks theyve able grow assets keeping loan standards high past five years bmrc gross loans quarterly data ycharts prior recession bank marin excellent loan approval process resulted extremely low percentage nonperforming loans opens new window npls even financial crisis recently explained article opens new window sierra bancorp another small california bank npl percentage used judge banks asset quality low percentages npls indicate highquality assets extension good loan approval process bank marin spades author created chart data source company 10ks 10qs recession npls increase stayed 2 mark well national average 53 height crisis 2010 ive added line 1 since generally expect wellmanaged banks stay benchmark bank marin never strayed far 1 quite far current level due partially success local economy bestrun banks reach levels low mature loans bank marin clearly done good job area excellent loan quality makes bank marin potential takeover target larger banks private equity firms good balance sheet minimizes due diligence risk deal also increases chance acquisition performing well part new company doubt excellent performance also makes bmrc safer average bank hold onto especially want exposure bay area real estate benefiting rising interest rates bay area economy mainly revolves around technology industry made bumpy ride region years sampp technology etf shows xlk data ycharts however bank marins main operational area much lowtech bank lends mainly local businesses like furniture makers wineries construction companies insulated much boomandbust cycle tech industry loans concentrated counties tech companies author created chart data source bmrc 2015 annual report opens new window marin county one richest counties united states mainly bedroom community halfway urban san francisco californias wine country napa sonoma counties alameda county similar bedroom community nearby containing cities oakland berkeley smaller towns 14 commercial loans property san francisco tiny 2 san mateo county many tech companies headquartered significant concentration santa clara county center silicon valley geographic diversification seems avoid areas maximum volatility mostly accident founding marin county fortuitous fact bank marin able benefit larger average growth bay area time positioned avoid brunt largest local risk factor another tech crash expectation financial deregulation increase infrastructure spending trump presidency bolstered banks,1,4,[0.00501691 0.04170588 0.00182273 0.00211896 0.9493356 ]
approximately 133 million people employed united states may 2011 working hundreds different occupations according bureau labor statistics bls different jobs vary size categories employ millions americans select count hundreds among ranks 247 wall st reviewed bls data find 10 jobs fewest people employed continue reading nearly 43 million retail salespeople united states making biggest occupation country 27 million nurses 14 million elementary school teachers 12 million maintenance workers however roughly 1000 prosthodontists 300 farm labor contractors entire country content originally published 247 wall st160 opens new window surface jobs appear obsolete think wood patternmakers radio operators yet many expect see growth albeit small headcount 2010 2020 several jobs geographers expected grow substantially decade result small number people jobs many occupations experience major fluctuations 1240 wood patternmakers 2010 820 2011 decline 34 jobs list require different levels education training farm labor contractors need high school diploma however prosthodontists generally require doctorate degrees similarly jobs list wide range pay prosthodontists mean wage low sixdigit figures 2011 however annual pay fabric menders occupation requires minimal education even 30000 read160americas hated industries opens new window advertisement 247 wall st identified jobs employ fewest people based bureau labor statistics 2010 occupational outlook handbook data 2011 jobcount data available bls opted 2010 data selfemployment figures included also considered mean wages occupations along pay 25th 75th 90th percentile profession addition reviewed projected headcount growth 2010 2020 bls national employment matrix determine whether jobs growing shrinking smallest professions america 10 geographers gt number jobs 1600 gt median hourly wage 3594 gt median annual wage 74760 geographers responsible analyzing geographic traits specific areas local global though number geographers expected increase 354 2010 2020 would still mean 2200 geographer jobs would exist end decade median annual wage geographers 74760 2011 slightly 72800 2010 geographers especially well paid however 90th percentile earning 104000 last year read american cities adding jobs opens new window 9 models gt number jobs 1400 gt median hourly wage 879 gt median annual wage 18670 fulltime modeling certainly glamorous media makes profession position lucrative portrayed either superstar household name models end making millions dollars models make quite modest living median pay model 2011 mere 18670 897 hour headcount models expected grow 14 2010 2020 bls notes fast average amount growth occupations unsurprisingly bls notes modeling attracts lot applicants competition jobs strong 8 segmental pavers gt number jobs 1300 gt median hourly wage 1555 gt median annual wage 32340 according bls segmental pavers lay cut place segmental paving units though 1300 workers us 2010 number projected rise 331 2020 1800 jobs job pay exceptionally well median annual wage segmental pavers 32340 2011 national median 34460 occupations however 2011 median wage represent moderate improvement 2010 median annual wage 30430 read americas least generous states opens new window 7 patternmakers wood gt number jobs 1200 tied sixth highest gt median hourly wage 1869 gt median annual wage 38870 wood patternmakers bls notes concentrated handful states michigan illinois 80 100 patternmakers according bls 40 50 patternmakers located california north carolina oregon pennsylvania bls says field expected grow headcount 43 2010 2020 compared 143,0,4,[7.1820314e-04 1.0730259e-03 3.3317215e-04 1.0862827e-03 9.9678934e-01]
within wild energy market worlds secondmost populous nation predictions proving tricky india projected become carbonbelching behemoth fueled thermal power plants demanding ever coal decades come analysts saying may happen continue reading last two years coal consumption slowed lowest level two decades even economy growing steamy 7 percent annual pace thermal power plants running full capacity years june operating 57 percent total capacity lowest level ever india worlds thirdlargest carbon emitter relies coalfired power plants produce energy population 13 billion fastindustrializing economy energy needs forecast soar signs countrys appetite burning coal may close sated would welcome news given fears looming escalation climatewarming carbon emissions indias future coal demand could actually near flat said tim buckley asia energy finance director clevelandbased institute energy economics financial analysis technologydriven changes happening faster predicted similar correction way china officials analysts walk back earlier predictions annual coal needs would peak 2030 instead international energy agency says chinas coal use emissions topped 2013 rate increase coal consumption india slowest since 2000 apart anomalous 1 percent rate growth 2011 last year dropped 15 percent decades average 6 percent year slightly higher 28 percent advertisement slowdown expected continue partly due manufacturing output dropping 79 percent fiscal 201617 average 9 percent 200408 high 123 percent 200607 important factors play including fast progress adding renewable energy capacity new measures improve energy efficiency buckley lays scenario indias coal consumption might come close peaking within next decade sooner assumes gdp growth would remain around 7 percent growth electricity demand steady 6 percent due slow growth manufacturing low profitability power distribution political obstacles raising rates ending consumers electricity subsidies energy minister piyush goyal pledged reduce grid transmission losses going leakage theft reducing losses 24 percent today 15 percent within decade would mean improvement 1 percent year meaning india would need 5 percent electricity meet 6 percent annual pace growth demand mitigating factor thanks plunging costs solar wind energy high enthusiasm hydropower renewable energy generating capacity expanding 20 gw year toward goal 175 gw 2022 buckley calculates could cut annual growth coal demand little 25 percent washing coal burned indias power plants burn less produce amount power india also policing rail shipments rigorously reduce coal theft new plants required use socalled supercritical technology raises efficiency coal burned also reducing pollution thanks efficiency boosting measures amount coal needed deliver 6 percent rate growth electricity demand drop even may near flat buckley says analysts agree trends encouraging energy efficiency india moving much faster anybody thought said ajay mathur director energy research institute new delhi far indias government industry officials said little trends years country argued global climate talks unfettered right expand coal power generation aid development raise hundreds millions people poverty simple matter wanting close options said ashish fernandez coal industry analyst greenpeace power companies dont want jump gun abandon coal want options look investments almost none talking building coalfired power plants writing wall could looking peak coal india within five 10 years said indias coal mining giant coal india ltd already worried last month hired kpmg draft roadmap future growth beyond 2030 indian coal sector crossroads today tender,2,1,[0.00489905 0.8844042  0.08586302 0.01206676 0.01276699]
facebook nasdaq fb reportedly scaling back chatbot efforts messenger programs failed fulfill 70 users requests information reports requests couldnt handled without human agents bots built outside developers issues technology understand human requests wasnt developed enough continue reading instead building large ecosystem chatbots facebook train messenger bots handle narrower set cases users arent disappointed limitations automation lets see strategic shift means facebooks ai efforts whether chatbots ever become meaningful tools social network image source getty images artificial intelligence plays vital role helping facebook track users deliver targeted ads using ai scan users status updates photos videos checkins likes linked apps data facebook generates digital profiles users help deliver targeted ads news feeds 2013 facebook launched fair facebook artificial intelligence research unit continuously upgrade ai capabilities advertisement thats messenger comes 2014 facebook forced users download standalone messenger app keep chatting move clearly mirrored opens new windowtencents nasdaqoth tcehy wechat laid foundations messenger become platform could eventually offer ride hailing mobile payments deliveries games services single app facebooks messenger app image source google play move would give facebook os within os counter ios app store alphabets nasdaq goog nasdaq googl google play facebooks next step would replace apps messenger chatbots introduced last april effort works could turn entire mobile app store model upside theory business chatbot could answer questions make purchase suggestions process orders send shipping updates customers customers conversations bots would feel natural scrolling clicking mobile app companies couldalso cut costs reducing number human customer service representatives facebook tethers bots messenger business provides live customer service chat channel large number businesses businesses choose put human chatbot handle queries end idea attracted lot early adopters 30000 facebook bots already active messenger last september google struggled lowquality apps years facebooks ecosystem quickly became bogged poorly produced chatbots badly made bots could annoy customers tarnish companys image company decided better idea send bots back drawing board expand overall ecosystem limitations aipowered bots already clear facebook launched chatbot apis last year example microsoft nasdaq msft launched chatbot tay twitter experiment opens new window last march within 24 hours tay started tweeting racist sexist comments forcing microsoft abruptly pull plug issue anapology tencent also struggled topurge spam scam bots wechat since started letting millions accounts create bots facebooks ai tech also wasnt impressive prior arrival chatbots news feed struggled discern fake news headlines real ones messengerbased virtual assistant hasnt gained muchground google siri edison investment analyst richard windsor whorecently called facebook laggard ai compared google stated facebook tries automate systems things always go wrong also pointed facebook hired plenty ai talent simply hasnt working ai nearly long enough challenge market leaders like google despite missteps facebook probably wont stop investing chatbots anytime soon company expected introduce new ai plans f8 conference april likely include ways boost quality quantity messenger bots could also introduce ways tether bots messenger features like payments games increase apps appeal standalone platform 10 stocks like better facebookwhen investing geniuses david tom gardner stock tip pay listen newsletter run decade motley fool stock advisor tripled market david tom revealed believe 10 best stocks opens new window,4,1,[0.00511451 0.73281634 0.00382916 0.00310603 0.25513396]
johnson amp johnson nyse jnj become colossus healthcare industry exposure pharmaceutical medical device consumer overthecounter healthproducts markets combining make company force reckoned yet although stock performed well 2016 gaining 15 year jampj shares lost ground second half year investors worried harsher drugpricing regulations could eat profits jampjs biggest source growth recently continue reading coming tuesdays fourthquarter financial report johnson amp johnson shareholders hope company produce solid growth give favorable guidance 2017 lets take early look johnson amp johnson likely tell us earnings report image source johnson amp johnson data source yahoo finance advertisement recent months investors largely kept focus johnson amp johnson earnings small 001 pershare reduction predictions fourthquarter fullyear 2017 results stock however lost upward momentum falling 2 since midoctober johnson amp johnson told investors similar story thirdquarter results numerous occasions past revenue climbed moderate 4 pace net income growth managed accelerate 12 yearago levels weve seen many times pharmaceutical segment showed largest growth sales climbing 9 contrast medical device revenue growth minimal jampjs consumer division posted slight decrease nearly 2 top line strength us dollar hurt companys performance nevertheless made favorable comments earnings guiding investors toward upper end previous range yet biggest news recent months johnson amp johnson potential acquisition actelion november jampj confirmed negotiations possible purchase swiss drugmaker according reports johnson amp johnsons first bid 26 billion wasnt enough satisfy actelion wanted despite apparently making 1 billion 2 billion increase opening bid johnson amp johnson initially chose make even larger boost toward 30 billion 32 billion range actelion reportedly looking get healthcare giant although actelions extensive portfolio treatments pulmonary arterial hypertension big draw skeptics deal thought jampj smart walk away opens new windowbecause high price tag would taken get actelion accept short time however jampj actelion said back talks opens new window according recent reports two companies figured valuation agree johnson amp johnson actelion trying determine way spinoff research development assets give actelion ceo jeanpaul clozel continuing operation run even theres assurance two parties find resolution issue believe final agreement could come end january meanwhile johnson amp johnson still faces challenges throughout business sluggish results consumer medical devices segments dont appear likely improve biggest purpose theyre serving jampj right provide ballast case something happens pharma business time johnson amp johnsons pharmaceutical rivals seen recent fda approvals pipelines arguably greater potential success immediate future still jampj optimistic key drugs opens new window like autoimmune treatment remicade anticoagulant xarelto crohns disease drug stelara johnson amp johnson earnings report interesting see timing announcement related actelion plays conglomerates earnings results investors looking jampj pursue growth opportunities acquisition might expensive way move forward deals terms set wont obvious whether johnson amp johnson paid much risky proposition going forward 10 stocks like better johnson johnson investing geniuses david tom gardner stock tip pay listen newsletter run decade motley fool stock advisor tripled market david tom revealed believe 10 best stocks opens new window investors buy right johnson johnson wasnt one thats right think 10 stocks even better buys click opens new window learn picks stock advisor returns january 4 2017 dan caplinger opens new window,4,1,[0.00187663 0.9701647  0.00179258 0.00368593 0.0224802 ]
everything old new years weve read stories people arent buying pcs anymore lousy news computer hard drive makers like western digital nasdaq wdc seagate technology nasdaq stx yesterday wall street analysts longbow research jpmorgan simultaneously decided recommend buying shares big hard drive makers continue reading three things need know hard disk drives hdds focus wall street week image source getty images begin story seagate upgraded tuesday neutral buy longbow research 55 price target last month may recall talked bit goldman sachs upgrade seagate storage rival micron technology nasdaq mu goldman said would benefit tight supplies nand opens new window flash memory around globe advertisement good news micron makes lot money nand may also good news seagate though like micron like western digital also makes nand memory theflycom opens new window reports shortages nand causing demand hard disk drives rise alternative flash memory longbow believes demand obey laws supply demand driving hard disk drive prices boosting profits seagate seagate jpmorgan sees dynamic rising hard disk prices benefiting western digital stock well maybe even seagate additionally jpmorgan points sales personal computers stabilizing according theflycom time western digitals costs falling company finds synergies among recent acquisitions stable pc sales falling costs widening profit margins hard drives adds higher profits seagate jpmorgans view justifies overweight rating 116 price target stock bit quick pencil work jpmorgan estimates western digital stock produce profits 831 per share year 3 better previously expected 2018 profits could even better much 1113 per share numbers would significant improvements 159 per share western digital lost last year even lower number 831 would enough make 2017 profitable year western digital booked single calendar year millennium would enough make western digital buy get right thats matters investors yeah 2017 2018 might profitable years seagate stock might even better western digital stocks cost much relative profits neither stock would make good investment fortunately looks case jpmorgans projected profits western digital stock looks likely earn great profits offer great value investors well heres numbers work jpmorgan saying western digital earn 813 year western digital stock costs 85 share works currentyear pricetoearnings ratio 10 western digital stock analysts sampp global market intelligence opens new window predicting western digital grow profits 135 annually next five years works pricetoearningstogrowth peg opens new window ratio less 08 throw modest 24 dividend yield western digital stock looking quite attractively valued indeed seagate story even better whereas jpmorgan bases western digital valuation projected profits seagate already earning actual profits 514 million last year twice earned 2015 sampp estimates show seagate growing earnings fourfold year 322 per share theyre right works currentyear earnings valuation 15 times stock seagates projected growth rate 15 dividend 53 looks like good deal investors indeed long story short im fully onboard analysts upgrades week longbow research may lean toward seagate jpmorgan prefers western digital think either stock perform fine 10 stocks like better seagate technologywhen investing geniuses david tom gardner stock tip pay listen newsletter run decade motley fool stock advisor tripled market david tom revealed believe 10 best stocks opens new window investors buy right seagate technology wasnt,0,4,[0.1211381  0.02579325 0.02419486 0.16594164 0.66293216]
